Invoice_ID,Invoice_Date,Customer_Name,Invoice_Type,Contract_ID,Contract_Status,Contract_End_Date,Amount,Status,Notes
INV08476,2024-02-18,GHI Corp,Manual,CON978,Expired,2024-03-15 00:00:00,55839,Overdue,Adjustment entry
INV08477,2024-03-05,LMN Pvt,Auto,CON228,Active,2024-12-31 00:00:00,69478,Paid,High value client
INV08478,2024-03-28,XYZ Ltd,Manual,CON570,Expiring,2024-03-31 00:00:00,21907,Overdue,Adjustment entry
INV08479,2024-02-10,GHI Corp,Auto,CON527,Active,2024-12-31 00:00:00,25677,Overdue,Late payment expected
INV08480,2024-01-10,XYZ Ltd,Auto,CON698,Expiring,2024-03-31 00:00:00,14762,Paid,Contract billing
INV08481,2024-03-25,PQR Inc,Manual,,No Contract,,16508,Pending,Auto-generated from system
INV08482,2024-01-21,ABC Corp,Auto,CON777,Expiring,2024-03-31 00:00:00,26059,Pending,Manual invoice for adhoc work
INV08483,2024-03-10,ABC Corp,Auto,CON590,Active,2024-12-31 00:00:00,53264,Pending,Auto-generated from system
INV08484,2024-03-16,ABC Corp,Auto,CON100,Expired,2024-03-15 00:00:00,81164,Overdue,Urgent invoice
INV08485,2024-03-07,LMN Pvt,Manual,,No Contract,,77371,Pending,Contract billing
INV08486,2024-02-22,XYZ Ltd,Manual,CON814,Expired,2024-03-15 00:00:00,23552,Paid,Contract billing
INV08487,2024-03-28,GHI Corp,Manual,CON675,Expiring,2024-03-31 00:00:00,45024,Overdue,Contract billing
INV08488,2024-01-15,PQR Inc,Manual,,No Contract,,61823,Overdue,Recurring billing
INV08489,2024-03-22,ABC Corp,Manual,CON987,Active,2024-12-31 00:00:00,42686,Pending,Adjustment entry
INV08490,2024-03-10,LMN Pvt,Auto,CON415,Expired,2024-03-15 00:00:00,76411,Overdue,High value client
INV08491,2024-01-24,DEF Ltd,Manual,CON599,Expiring,2024-03-31 00:00:00,88857,Paid,Adjustment entry
INV08492,2024-01-23,DEF Ltd,Auto,,No Contract,,40207,Paid,Late payment expected
INV08493,2024-01-06,ABC Corp,Manual,CON866,Expiring,2024-03-31 00:00:00,71356,Paid,Manual invoice for adhoc work
INV08494,2024-01-13,XYZ Ltd,Auto,CON642,Expired,2024-03-15 00:00:00,92298,Overdue,Adjustment entry
INV08495,2024-03-19,GHI Corp,Auto,,No Contract,,90255,Paid,Late payment expected
INV08496,2024-02-03,ABC Corp,Auto,,No Contract,,12057,Pending,Contract billing
INV08497,2024-03-29,PQR Inc,Manual,CON992,Active,2024-12-31 00:00:00,84789,Overdue,Auto-generated from system
INV08498,2024-02-23,GHI Corp,Auto,,No Contract,,82285,Paid,Recurring billing
INV08499,2024-01-03,PQR Inc,Manual,CON425,Active,2024-12-31 00:00:00,93620,Overdue,Adjustment entry
INV08500,2024-01-01,XYZ Ltd,Manual,CON745,Expiring,2024-03-31 00:00:00,70540,Overdue,Adjustment entry
INV08501,2024-01-12,GHI Corp,Auto,CON323,Expired,2024-03-15 00:00:00,10750,Overdue,Recurring billing
INV08502,2024-03-26,PQR Inc,Auto,,No Contract,,95430,Overdue,Manual invoice for adhoc work
INV08503,2024-01-20,XYZ Ltd,Manual,CON302,Active,2024-12-31 00:00:00,77910,Overdue,Late payment expected
INV08504,2024-02-02,GHI Corp,Manual,CON648,Active,2024-12-31 00:00:00,75815,Overdue,Recurring billing
INV08505,2024-03-18,PQR Inc,Manual,,No Contract,,78613,Overdue,High value client
INV08506,2024-02-12,LMN Pvt,Manual,CON279,Expiring,2024-03-31 00:00:00,26092,Pending,High value client
INV08507,2024-03-17,GHI Corp,Manual,,No Contract,,47321,Overdue,High value client
INV08508,2024-03-14,XYZ Ltd,Manual,,No Contract,,74467,Overdue,Auto-generated from system
INV08509,2024-01-16,XYZ Ltd,Manual,,No Contract,,74087,Overdue,Contract billing
INV08510,2024-01-03,PQR Inc,Auto,CON636,Active,2024-12-31 00:00:00,95607,Pending,High value client
INV08511,2024-02-14,ABC Corp,Manual,,No Contract,,87322,Pending,Late payment expected
INV08512,2024-03-18,LMN Pvt,Manual,CON862,Active,2024-12-31 00:00:00,38728,Overdue,High value client
INV08513,2024-01-18,PQR Inc,Manual,CON784,Active,2024-12-31 00:00:00,18064,Pending,High value client
INV08514,2024-01-02,ABC Corp,Manual,CON784,Expiring,2024-03-31 00:00:00,19939,Overdue,Auto-generated from system
INV08515,2024-03-22,ABC Corp,Manual,CON748,Expired,2024-03-15 00:00:00,99989,Overdue,Adjustment entry
INV08516,2024-01-06,DEF Ltd,Auto,,No Contract,,73986,Pending,Manual invoice for adhoc work
INV08517,2024-02-14,ABC Corp,Manual,CON643,Active,2024-12-31 00:00:00,71236,Overdue,Contract billing
INV08518,2024-01-30,DEF Ltd,Auto,CON422,Active,2024-12-31 00:00:00,69761,Pending,Late payment expected
INV08519,2024-01-26,LMN Pvt,Auto,CON947,Active,2024-12-31 00:00:00,19907,Pending,Auto-generated from system
INV08520,2024-02-22,PQR Inc,Auto,CON604,Expired,2024-03-15 00:00:00,76666,Overdue,Urgent invoice
INV08521,2024-03-05,PQR Inc,Auto,CON969,Active,2024-12-31 00:00:00,71700,Paid,Late payment expected
INV08522,2024-01-10,DEF Ltd,Auto,CON896,Expiring,2024-03-31 00:00:00,81853,Paid,Adjustment entry
INV08523,2024-01-09,PQR Inc,Auto,CON700,Expiring,2024-03-31 00:00:00,20011,Overdue,Late payment expected
INV08524,2024-02-16,ABC Corp,Auto,CON777,Expired,2024-03-15 00:00:00,96179,Overdue,High value client
INV08525,2024-03-14,ABC Corp,Auto,CON257,Expiring,2024-03-31 00:00:00,84540,Overdue,Late payment expected
INV08526,2024-02-15,LMN Pvt,Auto,,No Contract,,27731,Pending,Contract billing
INV08527,2024-01-02,LMN Pvt,Auto,CON600,Expired,2024-03-15 00:00:00,49653,Pending,Late payment expected
INV08528,2024-02-29,XYZ Ltd,Auto,CON464,Active,2024-12-31 00:00:00,64166,Paid,Urgent invoice
INV08529,2024-03-22,XYZ Ltd,Manual,CON498,Expired,2024-03-15 00:00:00,41130,Paid,Urgent invoice
INV08530,2024-03-03,DEF Ltd,Auto,CON960,Expiring,2024-03-31 00:00:00,87548,Paid,Adjustment entry
INV08531,2024-03-10,ABC Corp,Auto,,No Contract,,47850,Overdue,Urgent invoice
INV08532,2024-03-29,PQR Inc,Auto,CON863,Expiring,2024-03-31 00:00:00,57152,Pending,Auto-generated from system
INV08533,2024-01-03,DEF Ltd,Manual,CON569,Expired,2024-03-15 00:00:00,14233,Paid,Manual invoice for adhoc work
INV08534,2024-02-04,GHI Corp,Manual,CON373,Active,2024-12-31 00:00:00,45224,Overdue,Urgent invoice
INV08535,2024-02-20,DEF Ltd,Auto,CON794,Expired,2024-03-15 00:00:00,40184,Paid,Contract billing
INV08536,2024-02-28,ABC Corp,Manual,,No Contract,,66248,Overdue,Late payment expected
INV08537,2024-02-14,XYZ Ltd,Auto,,No Contract,,69345,Paid,Manual invoice for adhoc work
INV08538,2024-01-20,DEF Ltd,Manual,CON947,Expiring,2024-03-31 00:00:00,73425,Paid,Auto-generated from system
INV08539,2024-01-05,DEF Ltd,Manual,CON904,Expired,2024-03-15 00:00:00,12793,Paid,Auto-generated from system
INV08540,2024-01-26,LMN Pvt,Auto,CON801,Expiring,2024-03-31 00:00:00,30312,Pending,Late payment expected
INV08541,2024-03-12,XYZ Ltd,Manual,CON458,Expiring,2024-03-31 00:00:00,32108,Paid,Late payment expected
INV08542,2024-03-18,LMN Pvt,Manual,CON443,Active,2024-12-31 00:00:00,80525,Pending,Urgent invoice
INV08543,2024-01-24,LMN Pvt,Auto,CON150,Expiring,2024-03-31 00:00:00,72100,Paid,Adjustment entry
INV08544,2024-02-04,PQR Inc,Auto,CON819,Active,2024-12-31 00:00:00,92425,Overdue,Auto-generated from system
INV08545,2024-03-21,DEF Ltd,Manual,,No Contract,,59046,Paid,Urgent invoice
INV08546,2024-02-27,XYZ Ltd,Manual,CON139,Expired,2024-03-15 00:00:00,90232,Paid,Late payment expected
INV08547,2024-03-25,ABC Corp,Manual,CON129,Active,2024-12-31 00:00:00,23217,Pending,Contract billing
INV08548,2024-03-09,ABC Corp,Manual,CON597,Expired,2024-03-15 00:00:00,95334,Paid,Late payment expected
INV08549,2024-02-05,XYZ Ltd,Auto,CON843,Expiring,2024-03-31 00:00:00,97020,Overdue,Urgent invoice
INV08550,2024-02-18,XYZ Ltd,Manual,,No Contract,,32150,Paid,Late payment expected
INV08551,2024-03-29,PQR Inc,Auto,CON246,Active,2024-12-31 00:00:00,63397,Paid,Recurring billing
INV08552,2024-01-03,LMN Pvt,Auto,CON584,Expired,2024-03-15 00:00:00,67338,Overdue,Manual invoice for adhoc work
INV08553,2024-01-11,GHI Corp,Auto,CON263,Active,2024-12-31 00:00:00,55751,Paid,Recurring billing
INV08554,2024-01-27,ABC Corp,Manual,CON114,Active,2024-12-31 00:00:00,56433,Overdue,Late payment expected
INV08555,2024-01-20,XYZ Ltd,Auto,CON529,Expired,2024-03-15 00:00:00,66049,Paid,Auto-generated from system
INV08556,2024-02-08,PQR Inc,Manual,CON298,Expiring,2024-03-31 00:00:00,85193,Pending,Manual invoice for adhoc work
INV08557,2024-02-07,PQR Inc,Manual,CON253,Expiring,2024-03-31 00:00:00,17659,Overdue,Auto-generated from system
INV08558,2024-01-11,XYZ Ltd,Manual,,No Contract,,23729,Pending,Urgent invoice
INV08559,2024-02-28,ABC Corp,Auto,,No Contract,,73567,Pending,Urgent invoice
INV08560,2024-02-08,ABC Corp,Manual,CON188,Expired,2024-03-15 00:00:00,36877,Pending,Recurring billing
INV08561,2024-03-10,XYZ Ltd,Manual,CON427,Active,2024-12-31 00:00:00,70099,Pending,High value client
INV08562,2024-03-25,DEF Ltd,Manual,,No Contract,,95235,Paid,Contract billing
INV08563,2024-03-19,PQR Inc,Manual,CON337,Expiring,2024-03-31 00:00:00,92482,Pending,Late payment expected
INV08564,2024-03-27,XYZ Ltd,Auto,CON889,Active,2024-12-31 00:00:00,83036,Paid,High value client
INV08565,2024-02-29,XYZ Ltd,Manual,CON143,Active,2024-12-31 00:00:00,48654,Pending,Manual invoice for adhoc work
INV08566,2024-02-07,ABC Corp,Auto,CON272,Expiring,2024-03-31 00:00:00,11678,Paid,Auto-generated from system
INV08567,2024-02-18,XYZ Ltd,Manual,,No Contract,,77940,Overdue,Recurring billing
INV08568,2024-02-04,ABC Corp,Manual,CON743,Active,2024-12-31 00:00:00,93872,Paid,Recurring billing
INV08569,2024-02-07,GHI Corp,Auto,CON783,Active,2024-12-31 00:00:00,76511,Overdue,Recurring billing
INV08570,2024-01-14,LMN Pvt,Manual,,No Contract,,21424,Paid,Adjustment entry
INV08571,2024-03-12,DEF Ltd,Manual,,No Contract,,15325,Pending,Manual invoice for adhoc work
INV08572,2024-01-15,XYZ Ltd,Manual,CON679,Expired,2024-03-15 00:00:00,50776,Overdue,Contract billing
INV08573,2024-01-12,XYZ Ltd,Auto,CON394,Active,2024-12-31 00:00:00,96920,Pending,High value client
INV08574,2024-02-28,LMN Pvt,Manual,CON641,Expiring,2024-03-31 00:00:00,60417,Overdue,Manual invoice for adhoc work
INV08575,2024-01-20,ABC Corp,Auto,CON384,Active,2024-12-31 00:00:00,68371,Pending,Urgent invoice
INV08576,2024-02-24,DEF Ltd,Manual,CON893,Active,2024-12-31 00:00:00,15734,Paid,High value client
INV08577,2024-02-11,GHI Corp,Manual,,No Contract,,33294,Paid,Contract billing
INV08578,2024-01-21,LMN Pvt,Auto,CON538,Expiring,2024-03-31 00:00:00,29607,Paid,Urgent invoice
INV08579,2024-01-09,DEF Ltd,Manual,CON482,Active,2024-12-31 00:00:00,96724,Pending,Late payment expected
INV08580,2024-02-17,LMN Pvt,Auto,CON300,Active,2024-12-31 00:00:00,13154,Pending,Recurring billing
INV08581,2024-03-26,PQR Inc,Auto,,No Contract,,93881,Paid,Adjustment entry
INV08582,2024-02-14,XYZ Ltd,Manual,,No Contract,,17330,Paid,Contract billing
INV08583,2024-01-06,GHI Corp,Auto,,No Contract,,63014,Paid,Contract billing
INV08584,2024-01-09,XYZ Ltd,Auto,CON200,Active,2024-12-31 00:00:00,16941,Pending,Contract billing
INV08585,2024-02-18,XYZ Ltd,Auto,CON429,Active,2024-12-31 00:00:00,80017,Overdue,Manual invoice for adhoc work
INV08586,2024-03-04,ABC Corp,Auto,CON982,Expired,2024-03-15 00:00:00,80496,Pending,Contract billing
INV08587,2024-01-04,DEF Ltd,Auto,CON687,Expiring,2024-03-31 00:00:00,69374,Overdue,Manual invoice for adhoc work
INV08588,2024-03-16,XYZ Ltd,Manual,CON207,Active,2024-12-31 00:00:00,11590,Pending,Urgent invoice
INV08589,2024-01-30,ABC Corp,Manual,CON975,Expired,2024-03-15 00:00:00,29971,Overdue,Auto-generated from system
INV08590,2024-03-16,DEF Ltd,Manual,CON519,Expiring,2024-03-31 00:00:00,14899,Overdue,Contract billing
INV08591,2024-01-11,LMN Pvt,Auto,,No Contract,,79744,Paid,Adjustment entry
INV08592,2024-01-22,XYZ Ltd,Manual,,No Contract,,78721,Paid,High value client
INV08593,2024-03-05,XYZ Ltd,Manual,CON962,Expiring,2024-03-31 00:00:00,42851,Paid,Auto-generated from system
INV08594,2024-03-14,DEF Ltd,Auto,CON989,Expired,2024-03-15 00:00:00,56714,Overdue,Recurring billing
INV08595,2024-01-31,GHI Corp,Auto,CON405,Expired,2024-03-15 00:00:00,77830,Paid,Auto-generated from system
INV08596,2024-02-10,LMN Pvt,Manual,CON423,Expiring,2024-03-31 00:00:00,37415,Overdue,Urgent invoice
INV08597,2024-03-02,ABC Corp,Auto,CON860,Active,2024-12-31 00:00:00,78980,Overdue,Contract billing
INV08598,2024-02-20,ABC Corp,Auto,CON540,Active,2024-12-31 00:00:00,73365,Paid,Recurring billing
INV08599,2024-02-19,LMN Pvt,Manual,CON334,Expiring,2024-03-31 00:00:00,48286,Overdue,Contract billing
INV08600,2024-03-02,DEF Ltd,Manual,,No Contract,,41434,Overdue,Auto-generated from system
INV08601,2024-02-16,ABC Corp,Auto,CON704,Expiring,2024-03-31 00:00:00,34502,Paid,Contract billing
INV08602,2024-02-26,XYZ Ltd,Auto,CON826,Expiring,2024-03-31 00:00:00,38643,Overdue,Contract billing
INV08603,2024-02-15,DEF Ltd,Auto,CON434,Expired,2024-03-15 00:00:00,68953,Paid,Auto-generated from system
INV08604,2024-03-08,GHI Corp,Manual,CON218,Expired,2024-03-15 00:00:00,52475,Pending,Recurring billing
INV08605,2024-02-22,LMN Pvt,Auto,CON760,Active,2024-12-31 00:00:00,43592,Pending,High value client
INV08606,2024-02-03,GHI Corp,Auto,CON347,Active,2024-12-31 00:00:00,17089,Paid,Urgent invoice
INV08607,2024-01-03,XYZ Ltd,Auto,CON125,Expiring,2024-03-31 00:00:00,49233,Overdue,Auto-generated from system
INV08608,2024-01-24,XYZ Ltd,Manual,CON284,Active,2024-12-31 00:00:00,39495,Pending,Contract billing
INV08609,2024-01-21,GHI Corp,Manual,CON354,Active,2024-12-31 00:00:00,49314,Paid,Urgent invoice
INV08610,2024-01-10,LMN Pvt,Auto,,No Contract,,13098,Paid,Auto-generated from system
INV08611,2024-01-29,PQR Inc,Manual,CON656,Expiring,2024-03-31 00:00:00,87305,Pending,Contract billing
INV08612,2024-02-01,XYZ Ltd,Auto,CON687,Expired,2024-03-15 00:00:00,82810,Overdue,High value client
INV08613,2024-03-20,ABC Corp,Auto,,No Contract,,60773,Paid,Contract billing
INV08614,2024-03-05,DEF Ltd,Auto,,No Contract,,55477,Paid,Urgent invoice
INV08615,2024-01-23,DEF Ltd,Auto,CON615,Expired,2024-03-15 00:00:00,13765,Pending,Urgent invoice
INV08616,2024-03-23,PQR Inc,Manual,CON450,Active,2024-12-31 00:00:00,46673,Pending,Adjustment entry
INV08617,2024-02-23,LMN Pvt,Manual,,No Contract,,20083,Paid,Urgent invoice
INV08618,2024-02-04,LMN Pvt,Manual,,No Contract,,28284,Pending,Late payment expected
INV08619,2024-01-24,DEF Ltd,Manual,CON689,Expiring,2024-03-31 00:00:00,97667,Pending,Contract billing
INV08620,2024-03-19,LMN Pvt,Auto,CON562,Expired,2024-03-15 00:00:00,78046,Paid,Adjustment entry
INV08621,2024-03-27,XYZ Ltd,Manual,CON741,Expiring,2024-03-31 00:00:00,35490,Pending,Contract billing
INV08622,2024-01-14,GHI Corp,Manual,,No Contract,,33366,Paid,Adjustment entry
INV08623,2024-01-30,GHI Corp,Manual,CON513,Expired,2024-03-15 00:00:00,78739,Pending,Recurring billing
INV08624,2024-01-10,GHI Corp,Auto,CON174,Expired,2024-03-15 00:00:00,16379,Paid,Urgent invoice
INV08625,2024-02-24,GHI Corp,Auto,CON935,Expired,2024-03-15 00:00:00,15927,Pending,High value client
INV08626,2024-01-03,PQR Inc,Auto,CON138,Expiring,2024-03-31 00:00:00,59860,Paid,Late payment expected
INV08627,2024-03-17,PQR Inc,Auto,CON107,Expired,2024-03-15 00:00:00,10251,Pending,Manual invoice for adhoc work
INV08628,2024-01-06,XYZ Ltd,Auto,CON524,Active,2024-12-31 00:00:00,34587,Paid,Manual invoice for adhoc work
INV08629,2024-01-03,DEF Ltd,Auto,CON211,Expiring,2024-03-31 00:00:00,20445,Pending,Manual invoice for adhoc work
INV08630,2024-01-13,GHI Corp,Auto,,No Contract,,69992,Paid,Recurring billing
INV08631,2024-03-27,XYZ Ltd,Auto,CON774,Active,2024-12-31 00:00:00,91321,Overdue,Contract billing
INV08632,2024-03-14,XYZ Ltd,Auto,CON254,Active,2024-12-31 00:00:00,49235,Overdue,Contract billing
INV08633,2024-01-06,XYZ Ltd,Manual,CON246,Active,2024-12-31 00:00:00,48844,Paid,Auto-generated from system
INV08634,2024-01-03,GHI Corp,Manual,CON295,Expired,2024-03-15 00:00:00,10890,Overdue,Late payment expected
INV08635,2024-03-22,XYZ Ltd,Auto,CON498,Active,2024-12-31 00:00:00,74870,Paid,Recurring billing
INV08636,2024-02-04,XYZ Ltd,Manual,CON768,Expiring,2024-03-31 00:00:00,41449,Paid,Auto-generated from system
INV08637,2024-02-14,DEF Ltd,Manual,,No Contract,,32099,Pending,Contract billing
INV08638,2024-03-11,LMN Pvt,Auto,CON348,Expiring,2024-03-31 00:00:00,38592,Paid,Auto-generated from system
INV08639,2024-01-14,PQR Inc,Manual,CON473,Active,2024-12-31 00:00:00,25633,Paid,Recurring billing
INV08640,2024-01-04,PQR Inc,Manual,CON946,Expired,2024-03-15 00:00:00,72990,Pending,Late payment expected
INV08641,2024-03-07,GHI Corp,Auto,,No Contract,,93646,Paid,Auto-generated from system
INV08642,2024-01-16,GHI Corp,Auto,CON563,Expired,2024-03-15 00:00:00,80449,Paid,Contract billing
INV08643,2024-03-08,DEF Ltd,Manual,CON597,Expiring,2024-03-31 00:00:00,67851,Overdue,Late payment expected
INV08644,2024-03-03,GHI Corp,Auto,CON684,Expiring,2024-03-31 00:00:00,24245,Pending,Contract billing
INV08645,2024-02-29,LMN Pvt,Auto,CON636,Expiring,2024-03-31 00:00:00,69429,Pending,Recurring billing
INV08646,2024-01-04,LMN Pvt,Manual,CON154,Active,2024-12-31 00:00:00,16898,Overdue,Contract billing
INV08647,2024-03-05,GHI Corp,Manual,,No Contract,,52132,Overdue,Manual invoice for adhoc work
INV08648,2024-03-10,PQR Inc,Manual,CON388,Active,2024-12-31 00:00:00,97558,Paid,Recurring billing
INV08649,2024-01-01,XYZ Ltd,Auto,CON479,Expired,2024-03-15 00:00:00,25148,Overdue,Recurring billing
INV08650,2024-03-17,PQR Inc,Manual,,No Contract,,49397,Pending,High value client
INV08651,2024-02-03,PQR Inc,Auto,CON721,Expiring,2024-03-31 00:00:00,19671,Paid,Recurring billing
INV08652,2024-02-14,PQR Inc,Auto,CON371,Active,2024-12-31 00:00:00,56497,Pending,Adjustment entry
INV08653,2024-01-16,PQR Inc,Manual,CON924,Expired,2024-03-15 00:00:00,27743,Pending,Manual invoice for adhoc work
INV08654,2024-02-05,PQR Inc,Auto,CON612,Active,2024-12-31 00:00:00,45163,Pending,High value client
INV08655,2024-03-24,XYZ Ltd,Manual,,No Contract,,86305,Pending,Late payment expected
INV08656,2024-01-19,XYZ Ltd,Auto,CON931,Expiring,2024-03-31 00:00:00,15382,Pending,Auto-generated from system
INV08657,2024-01-30,GHI Corp,Auto,CON391,Expiring,2024-03-31 00:00:00,70750,Pending,Recurring billing
INV08658,2024-03-22,GHI Corp,Manual,CON919,Expiring,2024-03-31 00:00:00,27064,Paid,Late payment expected
INV08659,2024-02-20,ABC Corp,Auto,,No Contract,,67081,Paid,High value client
INV08660,2024-01-24,LMN Pvt,Manual,,No Contract,,80358,Paid,Contract billing
INV08661,2024-03-14,DEF Ltd,Manual,CON483,Expired,2024-03-15 00:00:00,21230,Pending,Recurring billing
INV08662,2024-02-22,XYZ Ltd,Manual,CON507,Expired,2024-03-15 00:00:00,31947,Paid,Contract billing
INV08663,2024-02-22,GHI Corp,Auto,,No Contract,,21148,Paid,High value client
INV08664,2024-01-09,LMN Pvt,Manual,CON726,Expired,2024-03-15 00:00:00,43863,Overdue,Urgent invoice
INV08665,2024-02-09,ABC Corp,Manual,CON266,Expiring,2024-03-31 00:00:00,47855,Pending,Urgent invoice
INV08666,2024-01-08,LMN Pvt,Auto,CON829,Expiring,2024-03-31 00:00:00,31847,Overdue,Adjustment entry
INV08667,2024-03-06,ABC Corp,Auto,CON853,Expired,2024-03-15 00:00:00,17456,Paid,Contract billing
INV08668,2024-02-26,ABC Corp,Auto,,No Contract,,81405,Overdue,Manual invoice for adhoc work
INV08669,2024-03-29,LMN Pvt,Manual,CON694,Active,2024-12-31 00:00:00,57030,Pending,Adjustment entry
INV08670,2024-01-23,LMN Pvt,Auto,CON103,Expiring,2024-03-31 00:00:00,86299,Paid,Recurring billing
INV08671,2024-01-27,LMN Pvt,Manual,CON422,Active,2024-12-31 00:00:00,53868,Overdue,Contract billing
INV08672,2024-01-17,LMN Pvt,Auto,CON535,Active,2024-12-31 00:00:00,95410,Paid,Adjustment entry
INV08673,2024-03-17,PQR Inc,Manual,,No Contract,,40465,Overdue,Auto-generated from system
INV08674,2024-02-03,PQR Inc,Auto,CON991,Expired,2024-03-15 00:00:00,50511,Paid,Adjustment entry
INV08675,2024-01-27,ABC Corp,Auto,,No Contract,,48263,Pending,Contract billing
INV08676,2024-02-15,XYZ Ltd,Auto,CON470,Expired,2024-03-15 00:00:00,47867,Overdue,Auto-generated from system
INV08677,2024-03-05,ABC Corp,Manual,,No Contract,,32908,Pending,Late payment expected
INV08678,2024-03-06,PQR Inc,Manual,,No Contract,,22278,Paid,Urgent invoice
INV08679,2024-03-20,ABC Corp,Manual,,No Contract,,28504,Overdue,Urgent invoice
INV08680,2024-02-18,LMN Pvt,Auto,,No Contract,,65503,Paid,Recurring billing
INV08681,2024-03-14,XYZ Ltd,Manual,,No Contract,,95862,Pending,Auto-generated from system
INV08682,2024-03-08,XYZ Ltd,Auto,CON693,Expired,2024-03-15 00:00:00,80135,Paid,Auto-generated from system
INV08683,2024-02-29,PQR Inc,Auto,,No Contract,,41953,Pending,High value client
INV08684,2024-03-04,GHI Corp,Auto,,No Contract,,70824,Overdue,Urgent invoice
INV08685,2024-02-06,XYZ Ltd,Auto,CON920,Expired,2024-03-15 00:00:00,44358,Pending,High value client
INV08686,2024-02-23,DEF Ltd,Auto,CON384,Active,2024-12-31 00:00:00,38442,Paid,Recurring billing
INV08687,2024-03-08,ABC Corp,Manual,,No Contract,,49702,Pending,Recurring billing
INV08688,2024-03-16,ABC Corp,Manual,CON414,Active,2024-12-31 00:00:00,50224,Pending,Recurring billing
INV08689,2024-02-09,GHI Corp,Manual,CON381,Expiring,2024-03-31 00:00:00,56772,Overdue,Urgent invoice
INV08690,2024-03-16,LMN Pvt,Auto,CON888,Expired,2024-03-15 00:00:00,99944,Overdue,Manual invoice for adhoc work
INV08691,2024-02-04,XYZ Ltd,Manual,,No Contract,,94299,Paid,Late payment expected
INV08692,2024-01-09,PQR Inc,Auto,CON903,Expired,2024-03-15 00:00:00,74762,Pending,Auto-generated from system
INV08693,2024-01-27,GHI Corp,Auto,CON752,Active,2024-12-31 00:00:00,64673,Overdue,Auto-generated from system
INV08694,2024-02-25,GHI Corp,Auto,,No Contract,,12061,Overdue,Contract billing
INV08695,2024-02-19,DEF Ltd,Auto,,No Contract,,74919,Pending,Contract billing
INV08696,2024-01-20,PQR Inc,Manual,CON760,Expiring,2024-03-31 00:00:00,30116,Paid,Recurring billing
INV08697,2024-02-29,DEF Ltd,Manual,CON311,Expiring,2024-03-31 00:00:00,91322,Overdue,Adjustment entry
INV08698,2024-02-02,ABC Corp,Auto,CON776,Expired,2024-03-15 00:00:00,12693,Pending,Adjustment entry
INV08699,2024-03-17,GHI Corp,Auto,CON635,Expiring,2024-03-31 00:00:00,77231,Overdue,Late payment expected
INV08700,2024-03-30,ABC Corp,Manual,CON232,Expired,2024-03-15 00:00:00,48889,Paid,High value client
INV08701,2024-02-02,LMN Pvt,Auto,CON182,Active,2024-12-31 00:00:00,73925,Overdue,Adjustment entry
INV08702,2024-03-06,PQR Inc,Manual,CON288,Expired,2024-03-15 00:00:00,44595,Paid,Contract billing
INV08703,2024-02-15,DEF Ltd,Manual,,No Contract,,57049,Pending,Recurring billing
INV08704,2024-03-04,XYZ Ltd,Auto,,No Contract,,32154,Pending,Urgent invoice
INV08705,2024-02-11,ABC Corp,Auto,CON491,Expired,2024-03-15 00:00:00,60067,Paid,Contract billing
INV08706,2024-01-28,LMN Pvt,Manual,CON429,Expiring,2024-03-31 00:00:00,66582,Pending,Auto-generated from system
INV08707,2024-02-23,GHI Corp,Manual,CON820,Active,2024-12-31 00:00:00,99927,Pending,Manual invoice for adhoc work
INV08708,2024-03-17,LMN Pvt,Manual,,No Contract,,80173,Paid,Urgent invoice
INV08709,2024-03-25,ABC Corp,Manual,CON485,Expired,2024-03-15 00:00:00,26923,Overdue,Contract billing
INV08710,2024-03-16,PQR Inc,Auto,CON809,Expired,2024-03-15 00:00:00,31055,Overdue,Adjustment entry
INV08711,2024-01-09,ABC Corp,Manual,CON324,Expiring,2024-03-31 00:00:00,20421,Pending,High value client
INV08712,2024-02-01,LMN Pvt,Manual,CON546,Active,2024-12-31 00:00:00,31226,Pending,Recurring billing
INV08713,2024-01-05,LMN Pvt,Auto,,No Contract,,89753,Paid,Recurring billing
INV08714,2024-01-31,XYZ Ltd,Manual,CON353,Expiring,2024-03-31 00:00:00,87418,Pending,Contract billing
INV08715,2024-01-21,DEF Ltd,Auto,CON156,Active,2024-12-31 00:00:00,96084,Pending,Urgent invoice
INV08716,2024-03-20,PQR Inc,Auto,CON599,Expired,2024-03-15 00:00:00,34050,Paid,Urgent invoice
INV08717,2024-02-01,GHI Corp,Auto,CON478,Active,2024-12-31 00:00:00,33133,Overdue,Contract billing
INV08718,2024-03-29,PQR Inc,Auto,CON749,Active,2024-12-31 00:00:00,21227,Overdue,Urgent invoice
INV08719,2024-01-23,DEF Ltd,Auto,CON890,Expired,2024-03-15 00:00:00,73610,Paid,Manual invoice for adhoc work
INV08720,2024-03-22,DEF Ltd,Auto,,No Contract,,80234,Paid,Urgent invoice
INV08721,2024-01-21,ABC Corp,Manual,CON233,Expiring,2024-03-31 00:00:00,90337,Pending,Urgent invoice
INV08722,2024-02-18,ABC Corp,Manual,CON649,Expired,2024-03-15 00:00:00,94524,Pending,Late payment expected
INV08723,2024-02-28,GHI Corp,Auto,,No Contract,,86031,Pending,Manual invoice for adhoc work
INV08724,2024-01-17,DEF Ltd,Auto,,No Contract,,48028,Pending,Late payment expected
INV08725,2024-02-02,PQR Inc,Manual,,No Contract,,12842,Pending,Manual invoice for adhoc work
